Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900 (ceBG)	HC2000 (Super-lineage)	HC2600	HC2850 (subsp.)
SAL_CB8602AA	PSU-2515	SRR11456511;ILLUMINA;Paired;;SRX8034108;;	SAL_CB8602AA	Poultry	Poultry	Chicken stool (Gallus gallus domesticus)	2018				Asia	Pakistan											Penn State University			PRJNA357723	SRP106794	SAMN14490819	SRS6406393	2020-04-02	2020-04-02	NaN	229869	229869	123365	71609	477	419	29	29	28	28	28	28	28	2
SAL_CB8603AA	PSU-2514	SRR11456512;ILLUMINA;Paired;;SRX8034107;;	SAL_CB8603AA	Poultry	Poultry	Chicken stool (Gallus gallus domesticus)	2018				Asia	Pakistan											Penn State University			PRJNA357723	SRP106794	SAMN14490818	SRS6406392	2020-04-02	2020-04-02	NaN	229521	229521	229521	71609	477	419	29	29	28	28	28	28	28	2
SAL_CB8604AA	PSU-2513	SRR11456513;ILLUMINA;Paired;;SRX8034106;;	SAL_CB8604AA	Poultry	Poultry	Chicken stool (Gallus gallus domesticus)	2018				Asia	Pakistan											Penn State University			PRJNA357723	SRP106794	SAMN14490817	SRS6406390	2020-04-02	2020-04-02	NaN	229522	229519	123365	71609	477	419	29	29	28	28	28	28	28	2
SAL_CB9816AA	SMG-20-740	traces-0hAaYWi;ILLUMINA;Paired;;NA;;	SAL_CB9816AA				2020				Europe	United Kingdom	Scotland										D. Brown (Scotland)							2020-04-27	2020-04-27	NaN	230936	230936	159476	71609	477	419	29	29	28	28	28	28	28	2
SAL_DB1414AA	941447	SRR11657222;ILLUMINA;Paired;;SRX8218177;;	SAL_DB1414AA	Human	Human	Homo sapiens; human	2020	4			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN14783468	SRS6576227	2020-05-08	2020-05-01	NaN	232348	232348	232348	71609	477	419	29	29	28	28	28	28	28	2
SAL_DB2578AA	946106	SRR11832412;ILLUMINA;Paired;;SRX8382862;;	SAL_DB2578AA	Human	Human	Homo sapiens; human	2020	5			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN14999235	SRS6696825	2020-05-24	2020-05-23	NaN	233230	233230	233230	71609	477	419	29	29	28	28	28	28	28	2
SAL_DB2590AA	946110	SRR11837752;ILLUMINA;Paired;;SRX8388166;;	SAL_DB2590AA	Human	Human	Homo sapiens; human	2020	5			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN15006907	SRS6701699	2020-05-25	2020-05-25	NaN	233230	233230	233230	71609	477	419	29	29	28	28	28	28	28	2
SAL_JA8293AA	366341	SRR5631949;ILLUMINA;Paired;;SRX2871815;220789644;87	SAL_JA8293AA	Human	Human	Homo sapiens; human	2017	4			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN07180040	SRS2241969	2017-06-02	2017-06-01	NaN	73155	73155	73155	73155	477	419	29	29	28	28	28	28	28	2
SAL_ZA3268AA	804335	SRR10139552;ILLUMINA;Paired;;SRX6867562;;	SAL_ZA3268AA	Human	Human	Homo sapiens; human	2019	9			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN12783656	SRS5404997	2019-09-20	2019-09-19	NaN	202050	202050	73155	73155	477	419	29	29	28	28	28	28	28	2
SAL_KA5866AA	PNUSAS016564	SRR5876406;ILLUMINA;Paired;;SRX3043903;282065560;245	SAL_KA5866AA								North America	United States							Agona (Predicted)				PulseNet Next Generation Subtyping Methods Unit			PRJNA230403	SRP040281	SAMN07372795	SRS2391625	2017-07-28	2017-07-27	NaN	80303	80303	80303	80303	477	419	29	29	28	28	28	28	28	2
SAL_MA5445AA	28-24-8101211	traces-0xqgyPR;ILLUMINA;Paired;;NA;142563408;282	SAL_MA5445AA								Europe	United Kingdom	Scotland										D. Brown (Scotland)							2017-11-13	2018-05-18	NaN	96284	96284	96284	96284	477	419	29	29	28	28	28	28	28	2
SAL_NA7736AA	17-94873_S29	ERR2195820;ILLUMINA;Paired;961;ERX2251843;;	SAL_NA7736AA	Poultry	Poultry	Meleagris; Animal, feces	2012				Europe	Italy							Derby	I			ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLE VENEZIE			PRJEB23440	ERP105195	SAMEA104379738	ERS2004716	2018-01-30	2018-01-28	NaN	107322	107322	107322	107322	477	419	29	29	28	28	28	28	28	2
SAL_PA5616AA	528032	SRR7140647;ILLUMINA;Paired;;SRX4061504;;	SAL_PA5616AA	Human	Human	Homo sapiens; human	2018	4			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09100730	SRS3278105	2018-05-10	2018-05-10	NaN	155371	120376	120376	120376	477	419	29	29	28	28	28	28	28	2
SAL_PA9174AA	PNUSAS041445	SRR7219085;ILLUMINA;Paired;;SRX4125633;;	SAL_PA9174AA								North America	United States											Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch			PRJNA230403	SRP040281	SAMN09260987	SRS3340045	2018-05-30	2018-05-25	NaN	122987	122987	120376	120376	477	419	29	29	28	28	28	28	28	2
SAL_PA8264AA	PNUSAS041351	SRR7193832;ILLUMINA;Paired;;SRX4110403;;	SAL_PA8264AA								North America	United States											Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch			PRJNA230403	SRP040281	SAMN09237752	SRS3325891	2018-05-22	2018-05-22	NaN	122180	122180	122180	122180	477	419	29	29	28	28	28	28	28	2
SAL_QA2398AA	414751	SRR7285812;ILLUMINA;Paired;;SRX4189352;;	SAL_QA2398AA	Human	Human	Homo sapiens; human	2017	8			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09387948	SRS3400594	2018-06-11	2018-06-10	NaN	125567	122180	122180	122180	477	419	29	29	28	28	28	28	28	2
SAL_QA3897AA	377307	SRR7310363;ILLUMINA;Paired;;SRX4212713;;	SAL_QA3897AA	Human	Human	Homo sapiens; human	2017	6			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09423132	SRS3415431	2018-06-14	2018-06-14	NaN	126907	126907	126907	122180	477	419	29	29	28	28	28	28	28	2
SAL_QA6296AA	535297	SRR7367563;ILLUMINA;Paired;;SRX4240512;;	SAL_QA6296AA	Human	Human	Homo sapiens; human	2018	5			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09458712	SRS3436416	2018-06-20	2018-06-20	NaN	128694	128694	122180	122180	477	419	29	29	28	28	28	28	28	2
SAL_TA3889AA	201701978	traces-0WMtxSC;ILLUMINA;Paired;;NA;;	SAL_TA3889AA	Human	Human		2017				Europe	France							Agona				F.X.Weill, Institut Pasteur							2018-10-26	2019-11-02	NaN	148007	148007	148007	122180	477	419	29	29	28	28	28	28	28	2
SAL_PA8484AA	290789	SRR7216078;ILLUMINA;Paired;;SRX4122989;;	SAL_PA8484AA	Human	Human	Homo sapiens; human	2016	8			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09257969	SRS3337614	2018-05-25	2018-05-25	NaN	122748	122748	122748	122748	477	419	29	29	28	28	28	28	28	2
SAL_PA8845AA	20-15-18-8100418-J	traces-0JfREDH;ILLUMINA;Paired;;NA;;	SAL_PA8845AA								Europe	United Kingdom	Scotland										D. Brown (Scotland)							2018-05-29	2018-12-01	NaN	122797	122797	122797	122797	477	419	29	29	28	28	28	28	28	2
SAL_PA6006AA	PNUSAS038471	SRR7153421;ILLUMINA;Paired;;SRX4072882;;	SAL_PA6006AA								North America	United States											Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch			PRJNA230403	SRP040281	SAMN09198066	SRS3290480	2018-05-11	2018-05-11	NaN	155393	131053	122885	122885	477	419	29	29	28	28	28	28	28	2
SAL_PA9927AA	21-10-18-8100443-R	traces-0OOYHLO;ILLUMINA;Paired;;NA;;	SAL_PA9927AA				2018				Europe	United Kingdom	Scotland										D. Brown (Scotland)							2018-06-01	2018-12-04	NaN	122885	122885	122885	122885	477	419	29	29	28	28	28	28	28	2
SAL_QA8806AA	439508	SRR7439428;ILLUMINA;Paired;;SRX4310156;;	SAL_QA8806AA	Human	Human	Homo sapiens; human	2017	10			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09492695	SRS3467076	2018-06-27	2018-06-27	NaN	131053	131053	122885	122885	477	419	29	29	28	28	28	28	28	2
SAL_QA0077AA	PNUSAS041552	SRR7246322;ILLUMINA;Paired;;SRX4151148;;	SAL_QA0077AA								North America	United States											Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch			PRJNA230403	SRP040281	SAMN09294266	SRS3364726	2018-06-01	2018-06-01	NaN	123909	123909	123909	123909	477	419	29	29	28	28	28	28	28	2
SAL_QA0450AA	182894	SRR7251126;ILLUMINA;Paired;;SRX4155852;;	SAL_QA0450AA	Human	Human	Homo sapiens; human	2015	11			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09298497	SRS3368921	2018-06-04	2018-06-03	NaN	124164	124164	124164	124164	477	419	29	29	28	28	28	28	28	2
SAL_WA0598AA	195640	SRR8704623;ILLUMINA;Paired;;SRX5500133;;	SAL_WA0598AA	Human	Human	Homo sapiens; human	2015	12			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN11095668	SRS4469324	2019-03-11	2019-03-10	NaN	174007	124164	124164	124164	477	419	29	29	28	28	28	28	28	2
SAL_QA0461AA	274307	SRR7251115;ILLUMINA;Paired;;SRX4155841;;	SAL_QA0461AA	Human	Human	Homo sapiens; human	2016	7			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09298484	SRS3368910	2018-06-04	2018-06-03	NaN	124427	124427	124427	124427	477	419	29	29	28	28	28	28	28	2
SAL_QA1050AA	PNUSAS040197	SRR7269311;ILLUMINA;Paired;;SRX4172969;;	SAL_QA1050AA								North America	United States											Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch			PRJNA230403	SRP040281	SAMN09374842	SRS3384598	2018-06-08	2018-06-06	NaN	124827	124827	124827	124827	477	419	29	29	28	28	28	28	28	2
SAL_QA1450AA	362119	SRR7278101;ILLUMINA;Paired;;SRX4181684;;	SAL_QA1450AA	Human	Human	Homo sapiens; human	2017	4			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09380974	SRS3393208	2018-06-08	2018-06-08	NaN	125166	125166	125166	125166	477	419	29	29	28	28	28	28	28	2
SAL_QA2042AA	449462	SRR7286913;ILLUMINA;Paired;;SRX4190453;;	SAL_QA2042AA	Human	Human	Homo sapiens; human	2017	11			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09388898	SRS3401678	2018-06-11	2018-06-11	NaN	125852	125852	125852	125852	477	419	29	29	28	28	28	28	28	2
SAL_QA4886AA	418896	SRR7349139;ILLUMINA;Paired;;SRX4222510;;	SAL_QA4886AA	Human	Human	Homo sapiens; human	2017	9			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09431336	SRS3422972	2018-06-17	2018-06-16	NaN	126138	126138	126138	126138	477	419	29	29	28	28	28	28	28	2
SAL_PA8645AA	427414	SRR7204618;ILLUMINA;Paired;;SRX4113615;;	SAL_PA8645AA	Human	Human	Homo sapiens; human	2017	9			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09238993	SRS3329044	2018-05-25	2018-05-23	NaN	155488	132043	132043	126490	477	419	29	29	28	28	28	28	28	2
SAL_QA3291AA	412093	SRR7298836;ILLUMINA;Paired;;SRX4201270;;	SAL_QA3291AA	Human	Human	Homo sapiens; human	2017	8			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09404335	SRS3411504	2018-06-13	2018-06-13	NaN	126490	126490	126490	126490	477	419	29	29	28	28	28	28	28	2
SAL_RA0229AA	430253	SRR7456991;ILLUMINA;Paired;;SRX4327487;;	SAL_RA0229AA	Human	Human	Homo sapiens; human	2017	10			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09520895	SRS3489615	2018-07-01	2018-06-30	NaN	132043	132043	132043	126490	477	419	29	29	28	28	28	28	28	2
SAL_RA1354AA	339508	SRR7465064;ILLUMINA;Paired;;SRX4334972;;	SAL_RA1354AA	Human	Human	Homo sapiens; human	2017	1			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09534639	SRS3496432	2018-07-03	2018-07-03	NaN	132622	132622	132622	126490	477	419	29	29	28	28	28	28	28	2
SAL_UA3002AA	604959	SRR8293570;ILLUMINA;Paired;;SRX5108158;;	SAL_UA3002AA	Human	Human	Homo sapiens; human	2018	9			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN10535867	SRS4117603	2018-12-10	2018-12-10	NaN	161503	157334	157334	126490	477	419	29	29	28	28	28	28	28	2
SAL_UA9782AA	550834	SRR8492447;ILLUMINA;Paired;;SRX5297013;;	SAL_UA9782AA	Human	Human	Homo sapiens; human	2018	6			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN10827391	SRS4296053	2019-01-28	2019-01-28	NaN	165738	165738	165738	126490	477	419	29	29	28	28	28	28	28	2
SAL_VA8151AA	376289	SRR8638535;ILLUMINA;Paired;;SRX5437203;;	SAL_VA8151AA	Human	Human	Homo sapiens; human	2017	5			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN11025616	SRS4414954	2019-02-27	2019-02-27	NaN	172376	172376	172376	126490	477	419	29	29	28	28	28	28	28	2
SAL_YA7449AA	783008	SRR9911273;ILLUMINA;Paired;;SRX6660659;;	SAL_YA7449AA	Human	Human	Homo sapiens; human	2019	7			Europe	United Kingdom							Salmonella Sp	I			Public Health England			PRJNA248792	SRP042645	SAMN12509209	SRS5221120	2019-08-07	2019-08-07	NaN	197252	197252	132043	126490	477	419	29	29	28	28	28	28	28	2
SAL_ZA0002AA	793662	SRR10019157;ILLUMINA;Paired;;SRX6756680;;	SAL_ZA0002AA	Human	Human	Homo sapiens; human	2019	8			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN12631152	SRS5305630	2019-08-27	2019-08-26	NaN	199527	199527	132043	126490	477	419	29	29	28	28	28	28	28	2
SAL_ZA0581AA	795096	SRR10036935;ILLUMINA;Paired;;SRX6772112;;	SAL_ZA0581AA	Human	Human	Homo sapiens; human	2019	8			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN12659386	SRS5319412	2019-08-30	2019-08-30	NaN	199849	199849	132043	126490	477	419	29	29	28	28	28	28	28	2
SAL_ZA5757AA	812103	SRR10228869;ILLUMINA;Paired;;SRX6948415;;	SAL_ZA5757AA	Human	Human	Homo sapiens; human	2019	9			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN12910766	SRS5476327	2019-10-04	2019-10-04	NaN	203989	203989	203989	126490	477	419	29	29	28	28	28	28	28	2
SAL_AB0266AA	819746	SRR10312394;ILLUMINA;Paired;;SRX7023614;;	SAL_AB0266AA	Human	Human	Homo sapiens; human	2019	10			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN13059580	SRS5544384	2019-10-20	2019-10-19	NaN	207999	207999	207999	126490	477	419	29	29	28	28	28	28	28	2
SAL_AB9089AA	835411	SRR10431704;ILLUMINA;Paired;;SRX7127749;;	SAL_AB9089AA	Human	Human	Homo sapiens; human	2019	10			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN13265785	SRS5637160	2019-11-14	2019-11-13	NaN	214305	214305	214305	126490	477	419	29	29	28	28	28	28	28	2
SAL_QA3212AA	414666	SRR7299115;ILLUMINA;Paired;;SRX4201549;;	SAL_QA3212AA	Human	Human	Homo sapiens; human	2017	8			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09404397	SRS3411783	2018-06-13	2018-06-13	NaN	126561	126561	126561	126561	477	419	29	29	28	28	28	28	28	2
SAL_QA3884AA	320949	SRR7310439;ILLUMINA;Paired;;SRX4212825;;	SAL_QA3884AA	Human	Human	Homo sapiens; human	2016	11			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09423337	SRS3415542	2018-06-14	2018-06-14	NaN	126880	126880	126880	126880	477	419	29	29	28	28	28	28	28	2
SAL_RA7468AA	298831	SRR7522929;ILLUMINA;Paired;;SRX4391476;;	SAL_RA7468AA	Human	Human	Homo sapiens; human	2016	9			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09658681	SRS3547298	2018-07-16	2018-07-15	NaN	137853	137853	126880	126880	477	419	29	29	28	28	28	28	28	2
SAL_QA4888AA	428154	SRR7349137;ILLUMINA;Paired;;SRX4222508;;	SAL_QA4888AA	Human	Human	Homo sapiens; human	2017	9			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09431347	SRS3422970	2018-06-17	2018-06-16	NaN	127604	127604	127604	127604	477	419	29	29	28	28	28	28	28	2
SAL_QA4815AA	164910	SRR7349228;ILLUMINA;Paired;;SRX4222589;;	SAL_QA4815AA	Human	Human	Homo sapiens; human	2015	9			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09431405	SRS3423049	2018-06-17	2018-06-16	NaN	127688	127688	127688	127688	477	419	29	29	28	28	28	28	28	2
SAL_QA5086AA	299011	SRR7351527;ILLUMINA;Paired;;SRX4224750;;	SAL_QA5086AA	Human	Human	Homo sapiens; human	2016	9			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09435008	SRS3424827	2018-06-18	2018-06-18	NaN	128216	128216	128216	128216	477	419	29	29	28	28	28	28	28	2
SAL_RA8241AA	296684	SRR7538847;ILLUMINA;Paired;;SRX4406378;;	SAL_RA8241AA	Human	Human	Homo sapiens; human	2016	9			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09690858	SRS3560343	2018-07-19	2018-07-19	NaN	128216	128216	128216	128216	477	419	29	29	28	28	28	28	28	2
SAL_QA5047AA	316674	SRR7351566;ILLUMINA;Paired;;SRX4224789;;	SAL_QA5047AA	Human	Human	Homo sapiens; human	2016	11			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09435033	SRS3424866	2018-06-18	2018-06-18	NaN	128244	128244	128244	128244	477	419	29	29	28	28	28	28	28	2
SAL_UA0092AA	201810375	traces-0yjdZDE;ILLUMINA;Paired;;NA;;	SAL_UA0092AA	Human	Human		2018				Europe	France							Agona (predicted)				F.X.Weill, Institut Pasteur							2018-12-04	2019-12-11	NaN	156105	156105	128244	128244	477	419	29	29	28	28	28	28	28	2
SAL_VA2483AA	422476	SRR8528762;ILLUMINA;Paired;;SRX5332132;;	SAL_VA2483AA	Human	Human	Homo sapiens; human	2017	9			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN10871858	SRS4326481	2019-02-05	2019-02-05	NaN	169134	169134	128244	128244	477	419	29	29	28	28	28	28	28	2
SAL_WA0214AA	231104	SRR8701099;ILLUMINA;Paired;;SRX5496693;;	SAL_WA0214AA	Human	Human	Homo sapiens; human	2016	3			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN11092624	SRS4466295	2019-03-10	2019-03-09	NaN	173869	173869	128244	128244	477	419	29	29	28	28	28	28	28	2
SAL_YA3485AA	773663	SRR9719570;ILLUMINA;Paired;;SRX6477307;;	SAL_YA3485AA	Human	Human	Homo sapiens; human	2019	7			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN12324908	SRS5127706	2019-07-23	2019-07-20	NaN	194705	194705	128244	128244	477	419	29	29	28	28	28	28	28	2
SAL_RA0482AA	SMG-18-843	traces-0MqobtJ;ILLUMINA;Paired;;NA;;	SAL_RA0482AA								Europe	United Kingdom	Scotland										D. Brown (Scotland)							2018-07-02	2019-01-04	NaN	128386	128386	128386	128386	477	419	29	29	28	28	28	28	28	2
SAL_WA5581AA	722376	SRR8916336;ILLUMINA;Paired;;SRX5697670;;	SAL_WA5581AA	Human	Human	Homo sapiens; human	2019	3			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN11441197	SRS4636879	2019-04-17	2019-04-17	NaN	178446	178446	128386	128386	477	419	29	29	28	28	28	28	28	2
SAL_QA6549AA	211155	SRR7402031;ILLUMINA;Paired;;SRX4274177;;	SAL_QA6549AA	Human	Human	Homo sapiens; human	2016	1			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09463236	SRS3440428	2018-06-21	2018-06-21	NaN	129032	129032	129032	129032	477	419	29	29	28	28	28	28	28	2
SAL_QA7705AA	205726	SRR7416341;ILLUMINA;Paired;;SRX4287298;;	SAL_QA7705AA	Human	Human	Homo sapiens; human	2016	1			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09475953	SRS3451154	2018-06-25	2018-06-24	NaN	130269	130269	129032	129032	477	419	29	29	28	28	28	28	28	2
SAL_QA7406AA	492623	SRR7414791;ILLUMINA;Paired;;SRX4285748;;	SAL_QA7406AA	Human	Human	Homo sapiens; human	2018	1			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09474669	SRS3449880	2018-06-24	2018-06-23	NaN	129675	129675	129675	129675	477	419	29	29	28	28	28	28	28	2
SAL_QA7513AA	486487	SRR7417339;ILLUMINA;Paired;;SRX4288296;;	SAL_QA7513AA	Human	Human	Homo sapiens; human	2018	1			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09476512	SRS3451888	2018-06-25	2018-06-25	NaN	130491	130491	129675	129675	477	419	29	29	28	28	28	28	28	2
SAL_RA4047AA	500352	SRR7495577;ILLUMINA;Paired;;SRX4365018;;	SAL_RA4047AA	Human	Human	Homo sapiens; human	2018	1			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09628760	SRS3524517	2018-07-09	2018-07-08	NaN	135739	130491	129675	129675	477	419	29	29	28	28	28	28	28	2
SAL_RA4610AA	452472	traces-0LPNhpU;ILLUMINA;Paired;;NA;;	SAL_RA4610AA	Food	Unspecified Meat		2017	11	20		Europe	United Kingdom	England		Suffolk				Agona	I			Public Health England (M. Chattaway)							2018-07-12	2019-01-14	NaN	129725	129725	129723	129723	477	419	29	29	28	28	28	28	28	2
SAL_RA4612AA	452474	traces-0LyKXjR;ILLUMINA;Paired;;NA;;	SAL_RA4612AA	Food	Unspecified Meat		2017	11	20		Europe	United Kingdom	England		Suffolk				Agona	I			Public Health England (M. Chattaway)							2018-07-12	2019-01-14	NaN	129727	129725	129723	129723	477	419	29	29	28	28	28	28	28	2
SAL_RA4614AA	452475	traces-0oeonxo;ILLUMINA;Paired;;NA;;	SAL_RA4614AA	Food	Unspecified Meat		2017	11	20		Europe	United Kingdom	England		Suffolk				Agona	I			Public Health England (M. Chattaway)							2018-07-12	2019-01-14	NaN	129727	129725	129723	129723	477	419	29	29	28	28	28	28	28	2
SAL_RA5696AA	452471	SRR7506801;ILLUMINA;Paired;;SRX4377283;;	SAL_RA5696AA	Food	ND/Others	food	2017	11			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09637741	SRS3533435	2018-07-12	2018-07-12	NaN	136634	136634	129724	129723	477	419	29	29	28	28	28	28	28	2
SAL_VA2444AA	452473	SRR8528803;ILLUMINA;Paired;;SRX5332173;;	SAL_VA2444AA	Food	ND/Others	food	2017	11			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN10872194	SRS4326515	2019-02-05	2019-02-05	NaN	129723	129723	129723	129723	477	419	29	29	28	28	28	28	28	2
SAL_ZA9099AA	17-SA02359	ERR3581433;ILLUMINA;Paired;500;ERX3578581;;	SAL_ZA9099AA	Food	ND/Others	food	2017				Europe	Germany							Agona	I			EBI			PRJEB31846	ERP114456	SAMEA6058098	ERS3859229	2019-10-18	2019-10-09	NaN	207092	129725	129723	129723	477	419	29	29	28	28	28	28	28	2
SAL_QA7925AA	387069	SRR7416096;ILLUMINA;Paired;;SRX4287053;;	SAL_QA7925AA	Human	Human	Homo sapiens; human	2017	7			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09475623	SRS3450909	2018-06-25	2018-06-24	NaN	129965	129965	129965	129965	477	419	29	29	28	28	28	28	28	2
SAL_RA0259AA	376175	SRR7456961;ILLUMINA;Paired;;SRX4327457;;	SAL_RA0259AA	Human	Human	Homo sapiens; human	2017	5			Europe	United Kingdom							Agona	I			Public Health England			PRJNA248792	SRP042645	SAMN09520846	SRS3489585	2018-07-01	2018-06-30	NaN	132015	132015	132015	132015	477	419	29	29	28	28	28	28	28	2
